journ_id,formal_name,subd_id
508,"Acta Physica Hungarica, Series A: Heavy Ion Physics",376
509,"Acta Physica Hungarica, Series B: Quantum Electronics",176
510,Acta Physica Polonica A,13
511,"Acta Physica Polonica, Series B",125
512,Acta Physica Slovaca,463
513,Acta Physico - Chimica Sinica,470
514,Acta Physiologiae Plantarum,21
515,ACTA PHYSIOLOGICA,215
516,Acta Physiologica Et Pharmacologica Bulgarica,505
517,Acta Physiologica Hungarica,73
518,Acta Physiologica Scandinavica,278
519,Acta Physiologica Sinica,6
520,Acta Phytopathologica Et Entomologica Hungarica,373
521,Acta Phytotaxonomica Sinica,196
522,ACTA POLITICA,261
523,ACTA POLONIAE HISTORICA,381
525,Acta Poloniae Pharmaceutica - Drug Research,402
526,Acta Poloniae Toxicologica,402
527,Acta Polymerica Sinica,10
528,ACTA POLYTECHNICA HUNGARICA,239
529,Acta Protozoologica,419
530,Acta Psychiatrica Scandinavica,318
531,"Acta Psychiatrica Scandinavica, Supplement",418
532,Acta Psychologica,144
533,Acta Radiologica,28
534,ACTA REUMATOLOGICA PORTUGUESA,16
535,ACTA SCIENTIAE VETERINARIAE,499
536,Acta Scientiarum - Biological And Health Sciences,53
537,Acta Scientiarum - Health Sciences,456
539,ACTA SCIENTIARUM POLONORUM-HORTORUM CULTUS,284
540,ACTA SCIENTIARUM-AGRONOMY,227
541,ACTA SCIENTIARUM-TECHNOLOGY,249
542,Acta Seismologica Sinica,442
543,Acta Seismologica Sinica English Edition,442
544,Acta Societatis Botanicorum Poloniae,419
545,Acta Sociologica,403
546,Acta Technica Csav (Ceskoslovensk Akademie Ved),128
547,ACTA THEOLOGICA,279
548,Acta Theriologica,524
549,Acta Theriologica Sinica,524
550,Acta Tropica,116
551,"Acta Universitatis Carolinae, Geographica",438
552,"Acta Universitatis Carolinae, Geologica",493
553,Acta Urologica Japonica,8
554,Acta Veterinaria,304
556,Acta Veterinaria Hungarica,304
557,Acta Veterinaria Scandinavica,341
558,"Acta Veterinaria Scandinavica, Supplement",341
559,Acta Virologica,20
560,Acta Zoologica,180
561,Acta Zoologica Academiae Scientiarum Hungaricae,423
562,ACTA ZOOLOGICA BULGARICA,548
563,ACTA_PHYS_HUNG_NS-H,376
564,ACTA_POL_HIST,379
565,Actas Dermo-Sifiliograficas,24
566,Actas Espanolas De Psiquiatria,150
567,Actas Urologicas Espanolas,8
568,ACTES DE LA RECHERCHE EN SCIENCES SOCIALES,283
569,ACTION RESEARCH,126
570,Active And Passive Electronic Components,66
571,ACTUAL PROBLEMS OF ECONOMICS,43
572,Actualite Chimique,18
573,Actualites Pharmaceutiques,85
574,Actualizaciones En Anestesiologia Y Reanimacion,7
575,ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH,313
576,Acupuncture In Medicine,140
578,Acute Medicine,51
579,Acute Pain,7
580,AD HOC & SENSOR WIRELESS NETWORKS,395
581,Ad Hoc Networks,159
582,ADALYA,468
583,Adansonia,419
584,Adapted Physical Activity Quarterly,542
585,Adaptive Behavior,477
586,Addiction,104
587,Addiction Biology,533
588,ADDICTION RESEARCH,367
589,Addiction Research And Theory,104
590,Addictive Behaviors,367
591,Addictive Disorders And Their Treatment,104
592,Additives For Polymers,432
594,Adhaesion Kleben Und Dichten,440
595,Adhesive Technology,106
596,Adhesives Age,440
597,Adicciones,104
598,Administration And Policy In Mental Health,355
599,Administration And Society,314
600,Administration In Social Work,271
601,Administrative Law Review,27
602,Administrative Science Quarterly,126
603,Adolescence,408
604,Adolescent Medicine,408
605,Adolescent Medicine Clinics,443
606,ADOLESCENT PSYCHIATRY,235
607,Adsorption,470
608,Adsorption Science And Technology,277
609,Adult Education Quarterly,134
610,Advance For Nurse Practitioners,462
611,Advanced Composite Materials: The Official Journal Of The Japan Society Of Composite Materials,168
612,Advanced Composites Bulletin,168
613,Advanced Composites Letters,10
614,Advanced Drug Delivery Reviews,37
615,Advanced Engineering Informatics,123
616,Advanced Engineering Materials,23
617,Advanced Functional Materials,185
618,Advanced Imaging,344
619,Advanced Materials,185
620,Advanced Materials And Processes,521
621,Advanced Materials And Processes For Gas Turbines,23
622,Advanced Materials For Energy Conversion Ii,102
623,ADVANCED MATERIALS FOR OPTICS AND ELECTRONICS,263
624,Advanced Materials Research,396
625,Advanced Metallization Conference (Amc),439
626,Advanced Nonlinear Studies,14
627,Advanced Packaging,223
628,Advanced Powder Technology,36
629,Advanced Robotics,225
630,ADVANCED SCIENCE LETTERS,125
631,ADVANCED STEEL CONSTRUCTION,52
632,Advanced Studies In Medicine,39
633,Advanced Synthesis And Catalysis,18
634,Advances In Agronomy,120
635,Advances In Air Pollution,404
636,Advances In Aluminum Casting Technology Ii,406
637,Advances In Anatomic Pathology,130
638,ADVANCES IN ANATOMY EMBRYOLOGY AND CELL BIOLOGY,215
639,Advances In Applied Ceramics,90
640,ADVANCES IN APPLIED CLIFFORD ALGEBRAS,337
641,Advances In Applied Mathematics,156
642,ADVANCES IN APPLIED MECHANICS,147
643,Advances In Applied Microbiology,449
644,Advances In Applied Probability,476
645,Advances In Architecture,436
646,Advances In Atmospheric Sciences,293
647,ADVANCES IN ATOMIC MOLECULAR AND OPTICAL PHYSICS,176
648,"Advances In Atomic Molecular, And Optical Physics, Vol 49",176
649,"Advances In Automation, Multimedia And Video Systems, And Modern Computer Science",5
650,Advances In Biochemical Engineering/Biotechnology,217
651,"Advances In Bioengineering, Bed",178
652,ADVANCES IN BIOPHYSICS,523
653,ADVANCES IN BOTANICAL RESEARCH INCORPORATING ADVANCES IN PLANT PATHOLOGY,196
654,Advances In Cancer Research,1
655,ADVANCES IN CARBOHYDRATE CHEMISTRY AND BIOCHEMISTRY,514
656,Advances In Cardiology,91
657,ADVANCES IN CATALYSIS,199
658,Advances In Cement Research,129
659,Advances In Chemical Physics,179
660,ADVANCES IN CHILD DEVELOPMENT AND BEHAVIOR,312
661,ADVANCES IN CHROMATOGRAPHY,519
662,Advances In Chronic Kidney Disease,25
663,Advances In Clinical And Experimental Medicine,384
664,ADVANCES IN CLINICAL CHEMISTRY,241
665,Advances In Colloid And Interface Science,365
666,Advances In Communications And Software Technologies,446
667,Advances In Complex Systems,108
668,Advances In Computational Bioengineering,178
669,Advances In Computational Mathematics,351
670,Advances In Computers,3
671,"Advances In Consumer Research, Vol Xxvii",536
672,Advances In Damage Mechanics,465
673,ADVANCES IN DATA ANALYSIS AND CLASSIFICATION,535
674,Advances In Dental Research,457
675,ADVANCES IN DIFFERENCE EQUATIONS,14
676,ADVANCES IN DIFFERENTIAL EQUATIONS,14
677,Advances In Earthquake Engineering,52
678,ADVANCES IN ECOLOGICAL RESEARCH,325
679,Advances In Ecological Sciences,427
680,ADVANCES IN ECONOMETRICS : A RESEARCH ANNUAL,536
681,"Advances In Education In Diverse Communities: Research, Policy And Praxis",281
682,Advances In E-Engineering And Digital Enterprise Technology - I Proceedings Of The Fourth International Conference On E-Engineering And Digital Enterprise Technology,56
683,ADVANCES IN ELECTRICAL AND COMPUTER ENGINEERING,455
684,Advances In Electrical And Electronic Engineering,484
685,Advances In Electronic Packaging,223
686,Advances In Engineering Software,256
687,Advances In Environmental Research,287
688,Advances In Enzyme Regulation,1
689,ADVANCES IN ENZYMOLOGY AND RELATED AREAS OF MOLECULAR BIOLOGY,345
690,Advances In Experimental Medicine And Biology,278
691,ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY,124
692,Advances In Fluid Mechanics,497
693,Advances In Genetics,37
694,Advances In Geometry,156
695,ADVANCES IN GEOPHYSICS,97
696,Advances In Geosciences,97
697,"Advances In Geotechnical Engineering: The Skempton Conference - Proceedings Of A Three Day Conference On Advances In Geotechnical Engineering, Organised By The Institution Of Civil Engineers",239
698,"Advances In Gerontology = Uspekhi Gerontologii / Rossiiskaia Akademiia Nauk, Gerontologicheskoe Obshchestvo",354
699,Advances In Health Sciences Education,451
700,ADVANCES IN HETEROCYCLIC CHEMISTRY,18
701,ADVANCES IN HIGH ENERGY PHYSICS,125
702,Advances In Horticultural Science,284
703,Advances In Imaging And Electron Physics,441
704,Advances In Immunology,9
705,ADVANCES IN INORGANIC CHEMISTRY,35
706,ADVANCES IN INSECT PHYSIOLOGY,454
707,Advances In Internal Medicine,2
708,Advances In Learning And Behavioral Disabilities,386
709,Advances In Limnology,487
710,ADVANCES IN MARINE BIOLOGY,548
711,Advances In Mathematics,64
712,ADVANCES IN MATHEMATICS OF COMMUNICATIONS,299
713,ADVANCES IN MEDICAL SCIENCES,32
714,ADVANCES IN MICROBIAL ECOLOGY,304
715,ADVANCES IN MICROBIAL PHYSIOLOGY,304
716,Advances In Mind-Body Medicine,412
717,Advances In Modeling And Analysis B,370
718,Advances In Modeling And Analysis C,96
719,Advances In Modelling And Analysis A,393
720,Advances In Molecular And Cell Biology,77
721,Advances In Neonatal Care,462
722,Advances In Nephrology From The Necker Hospital,25
723,Advances In Neural Networks And Applications,137
724,Advances In Neurology,445
725,ADVANCES IN NUCLEAR PHYSICS,376
726,Advances In Nursing Science,547
727,ADVANCES IN NUTRITIONAL RESEARCH,530
728,ADVANCES IN ORGANOMETALLIC CHEMISTRY,35
729,Advances In Oto-Rhino-Laryngology,510
730,Advances In Parasitology,264
731,Advances In Peritoneal Dialysis Conference On Peritoneal Dialysis,504
732,Advances In Pharmacology,441
733,Advances In Pharmacy,422
734,ADVANCES IN PHYSICAL ORGANIC CHEMISTRY,88
735,Advances In Physics,13
736,Advances In Physiotherapy,350
737,Advances In Polymer Science,432
738,Advances In Polymer Technology,432
739,Advances In Powder Metallurgy And Particulate Materials,406
740,Advances In Protein Chemistry,4
741,Advances In Psychiatric Treatment,390
742,Advances In Psychosomatic Medicine,425
743,Advances In Quantum Chemistry,179
744,Advances In Renal Replacement Therapy,25
745,Advances In Skin & Wound Care,447
746,Advances In Small Animal Medicine And Surgery,202
747,Advances In Space Research,322
748,ADVANCES IN STRATEGIC MANAGEMENT : A RESEARCH ANNUAL,126
749,Advances In Structural Engineering,52
750,Advances In Superplasticity And Superplastic Forming,23
751,Advances In Surgery,405
752,"Advances In Systems Engineering, Signal Processing And Communications",446
753,Advances In Textiles Technology,421
754,Advances In The Astronautical Sciences,409
755,Advances In The Metallurgy Of Aluminum Alloys,23
756,ADVANCES IN THE STUDY OF BEHAVIOR,401
757,ADVANCES IN THEORETICAL AND MATHEMATICAL PHYSICS,435
758,Advances In Therapy,80
759,Advances In Transport,34
760,ADVANCES IN VIBRATION ENGINEERING,248
761,Advances In Virus Research,20
762,Advances In Water Resources,374
763,Advancing Microelectronics,439
764,Adverse Drug Reactions And Toxicological Reviews,205
765,Aequationes Mathematicae,435
766,Aerobiologia,419
767,Aeronautical Journal,409
768,AEROSOL AND AIR QUALITY RESEARCH,486
769,Aerosol Science And Technology,275
770,Aerospace America,92
772,Aerospace Engineering,92
773,Aerospace International,92
774,Aerospace Science And Technology,409
775,Aes: Journal Of The Audio Engineering Society,186
776,Aesthetic Plastic Surgery,210
777,Aesthetic Surgery Journal,210
778,Aeu - International Journal Of Electronics And Communications,5
780,AEVUM-RASS_SCI_STOR,112
781,AEVUM-RASSEGNA DI SCIENZE STORICHE LINGUISTICHE E FILOLOGICHE,541
782,Afe Facilities Engineering Journal,436
783,Affilia - Journal Of Women And Social Work,271
784,Afinidad,415
785,AFR_AM_REV,410
786,AFR_ARTS,467
787,Africa,431
788,Africa Today,420
789,African Affairs,431
790,AFRICAN AMERICAN REVIEW,410
791,African And Asian Studies,431
792,AFRICAN ARCHAEOLOGICAL REVIEW,468
793,AFRICAN ARTS,431
794,African Development Review,95
795,AFRICAN ECONOMIC HISTORY,431
796,African Entomology,53
797,African Health Sciences,403
798,AFRICAN INVERTEBRATES,53
799,AFRICAN JOURNAL OF AGRICULTURAL RESEARCH,227
800,African Journal Of Aids Research,431
801,African Journal Of Aquatic Science,245
802,African Journal Of Biotechnology,372
803,AFRICAN JOURNAL OF BUSINESS MANAGEMENT,126
804,African Journal Of Ecology,520
805,"African Journal Of Ecology, Supplement",520
806,African Journal Of Herpetology,423
807,AFRICAN JOURNAL OF LIBRARY ARCHIVES AND INFORMATION SCIENCE,164
808,African Journal Of Marine Science,343
809,African Journal Of Medicine And Medical Sciences,203
810,AFRICAN JOURNAL OF MICROBIOLOGY RESEARCH,117
811,African Journal Of Neurological Sciences,44
812,AFRICAN JOURNAL OF PHARMACY AND PHARMACOLOGY,257
813,AFRICAN JOURNAL OF PSYCHIATRY,318
814,African Journal Of Range And Forage Science,520
815,African Journal Of Reproductive Health,352
816,AFRICAN JOURNAL OF TRADITIONAL COMPLEMENTARY AND ALTERNATIVE MEDICINES,257
817,AFRICAN NATURAL HISTORY,548
818,AFRICAN STUDIES,431
819,AFRICAN STUDIES REVIEW,431
820,African Textiles,177
821,African Zoology,343
822,AFRICANA LINGUISTICA,222
823,AFRIKA SPECTRUM,431
824,Aga Operating Section Proceedings,459
825,Agbioforum,270
826,Age,402
827,Age And Ageing,174
828,Ageing And Society,154
829,Ageing Research Reviews,402
830,AGENDA,420
831,Aggression And Violent Behavior,408
832,Aggressive Behavior,312
833,Aging - Clinical And Experimental Research,174
834,Aging And Mental Health,154
835,Aging Cell,402
836,Aging Male,525
837,"Aging, Neuropsychology, And Cognition",154
838,AGING-CLIN_EXP_RES,247
839,AGING-US,523
840,AGORA-ESTUDOS CLASSICOS EM DEBATE,444
841,AGRARFORSCHUNG,107
842,AGRARFORSCHUNG SCHWEIZ,325
843,AGRARTECHNISCHE FORSCHUNG-AGRICULTURAL ENGINEERING RESEARCH,296
844,AGREKON,270
845,Agri,224
846,AGRIBUSINESS,270
847,Agricell Report,404
848,AGRICULTURA TECNICA,227
849,Agriculturae Conspectus Scientificus,294
850,Agricultural And Food Science,49
851,Agricultural And Food Science In Finland,429
852,Agricultural And Forest Entomology,323
